"year","variable","ensemble","model","experiment","value","problem"
1937,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.0395240386327108,NA
1938,"heatflux","r2i1p1","CanESM2","esmHistorical",0.638298769791921,NA
1939,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.0669946769873301,NA
1940,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.404498755931854,NA
1941,"heatflux","r2i1p1","CanESM2","esmHistorical",1.39811594287554,NA
1942,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.351866781711578,NA
1943,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.14976841211319,NA
1944,"heatflux","r2i1p1","CanESM2","esmHistorical",0.505481660366058,NA
1945,"heatflux","r2i1p1","CanESM2","esmHistorical",0.600922584533691,NA
1946,"heatflux","r2i1p1","CanESM2","esmHistorical",0.817849854628245,NA
1947,"heatflux","r2i1p1","CanESM2","esmHistorical",0.444556931654612,NA
1948,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.294566730658213,NA
1949,"heatflux","r2i1p1","CanESM2","esmHistorical",0.396291752656301,NA
1950,"heatflux","r2i1p1","CanESM2","esmHistorical",0.139905055363973,NA
1951,"heatflux","r2i1p1","CanESM2","esmHistorical",1.15156688292821,NA
1952,"heatflux","r2i1p1","CanESM2","esmHistorical",0.0952079693476359,NA
1953,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.265005171298981,NA
1954,"heatflux","r2i1p1","CanESM2","esmHistorical",0.156684796015422,NA
1955,"heatflux","r2i1p1","CanESM2","esmHistorical",0.642825161417325,NA
1956,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.162676950295766,NA
1957,"heatflux","r2i1p1","CanESM2","esmHistorical",0.0860947370529175,NA
1958,"heatflux","r2i1p1","CanESM2","esmHistorical",0.60804749528567,NA
1959,"heatflux","r2i1p1","CanESM2","esmHistorical",0.195730383197467,NA
1960,"heatflux","r2i1p1","CanESM2","esmHistorical",0.379161318143209,NA
1961,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.67360375324885,NA
1962,"heatflux","r2i1p1","CanESM2","esmHistorical",0.0762331088383992,NA
1963,"heatflux","r2i1p1","CanESM2","esmHistorical",-1.20373871922493,NA
1964,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.916234026352564,NA
1965,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.0119675000508626,NA
1966,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.0696345766385396,NA
1967,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.0166728099187215,NA
1968,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.0602385004361471,NA
1969,"heatflux","r2i1p1","CanESM2","esmHistorical",-1.11231283346812,NA
1970,"heatflux","r2i1p1","CanESM2","esmHistorical",0.541976799567541,NA
1971,"heatflux","r2i1p1","CanESM2","esmHistorical",0.679966191450755,NA
1972,"heatflux","r2i1p1","CanESM2","esmHistorical",1.11238630612691,NA
1973,"heatflux","r2i1p1","CanESM2","esmHistorical",0.873684704303741,NA
1974,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.391753862301509,NA
1975,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.587354898452759,NA
1976,"heatflux","r2i1p1","CanESM2","esmHistorical",0.670148943861326,NA
1977,"heatflux","r2i1p1","CanESM2","esmHistorical",1.07050675277909,NA
1978,"heatflux","r2i1p1","CanESM2","esmHistorical",0.068706472714742,NA
1979,"heatflux","r2i1p1","CanESM2","esmHistorical",1.08110797405243,NA
1980,"heatflux","r2i1p1","CanESM2","esmHistorical",1.0954855432113,NA
1981,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.103992134332657,NA
1982,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.795681516329447,NA
1983,"heatflux","r2i1p1","CanESM2","esmHistorical",0.501821448405584,NA
1984,"heatflux","r2i1p1","CanESM2","esmHistorical",0.439711014429728,NA
1985,"heatflux","r2i1p1","CanESM2","esmHistorical",0.809810501833757,NA
1986,"heatflux","r2i1p1","CanESM2","esmHistorical",1.140875796477,NA
1987,"heatflux","r2i1p1","CanESM2","esmHistorical",1.27773014704386,NA
1988,"heatflux","r2i1p1","CanESM2","esmHistorical",0.033112108707428,NA
1989,"heatflux","r2i1p1","CanESM2","esmHistorical",1.0257151722908,NA
1990,"heatflux","r2i1p1","CanESM2","esmHistorical",0.999094069004059,NA
1991,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.287488994499048,NA
1992,"heatflux","r2i1p1","CanESM2","esmHistorical",-0.99272757768631,NA
1993,"heatflux","r2i1p1","CanESM2","esmHistorical",0.104407608509064,NA
1994,"heatflux","r2i1p1","CanESM2","esmHistorical",1.07833913962046,NA
1995,"heatflux","r2i1p1","CanESM2","esmHistorical",2.13142829636733,NA
1996,"heatflux","r2i1p1","CanESM2","esmHistorical",1.27200676004092,NA
1997,"heatflux","r2i1p1","CanESM2","esmHistorical",1.29158830270171,NA
1998,"heatflux","r2i1p1","CanESM2","esmHistorical",1.89795064926147,NA
1999,"heatflux","r2i1p1","CanESM2","esmHistorical",1.46583286921183,NA
2000,"heatflux","r2i1p1","CanESM2","esmHistorical",1.08771481116613,NA
2001,"heatflux","r2i1p1","CanESM2","esmHistorical",0.532313128312429,NA
2002,"heatflux","r2i1p1","CanESM2","esmHistorical",2.18329284340143,NA
2003,"heatflux","r2i1p1","CanESM2","esmHistorical",2.08121547102928,NA
2004,"heatflux","r2i1p1","CanESM2","esmHistorical",0.83313109477361,NA
2005,"heatflux","r2i1p1","CanESM2","esmHistorical",0.606839875380198,NA
1850,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.422569155693054,NA
1851,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.11558457215627,NA
1852,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.220312575499217,NA
1853,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.535304367542267,NA
1854,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.312393014629682,NA
1855,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.117203185955683,NA
1856,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-1.53506914774577,NA
1857,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.518255601326625,NA
1858,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.49569183588028,NA
1859,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.3873543938001,NA
1860,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.371819754441579,NA
1861,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.329342449704806,NA
1862,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.190198659896851,NA
1863,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.138218839963277,NA
1864,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.484007100264231,NA
1865,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.162853300571442,NA
1866,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.735600332419078,NA
1867,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.218590567509333,NA
1868,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.402189950148265,NA
1869,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.41238855322202,NA
1870,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.330212414264679,NA
1871,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0811849733193715,NA
1872,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.52239794532458,NA
1873,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0753564735253652,NA
1874,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0666055281956991,NA
1875,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0543448527654012,NA
1876,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.00217709938685099,NA
1877,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.34641840060552,NA
1878,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.285096257925034,NA
1879,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.167746901512146,NA
1880,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0478331645329793,NA
1881,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.471256852149963,NA
1882,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.173631350199382,NA
1883,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.592383911212285,NA
1884,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-1.16473375757535,NA
1885,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-2.37213118777921,NA
1886,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.209771811962128,NA
1887,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.130474537611008,NA
1888,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0399590929349264,NA
1889,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-1.14214263359706,NA
1890,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.211366871992747,NA
1891,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.411517401536306,NA
1892,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.515616834163666,NA
1893,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0641151666641235,NA
1894,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.329932769139608,NA
1895,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.01905142267545,NA
1896,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.154233227173487,NA
1897,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0472097794214884,NA
1898,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.115642825762431,NA
1899,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0218266844749451,NA
1900,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.671994427839915,NA
1901,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.126551105330388,NA
1902,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.15851370493571,NA
1903,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-1.21704060832659,NA
1904,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0672636528809865,NA
1905,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.369619448979696,NA
1906,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0627105931440989,NA
1907,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.999634305636088,NA
1908,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.490808566411336,NA
1909,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.61444362004598,NA
1910,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0373625407616297,NA
1911,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.801615158716838,NA
1912,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.62098228931427,NA
1913,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.53792397181193,NA
1914,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0676897565523783,NA
1915,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.780897935231527,NA
1916,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.624275823434194,NA
1917,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.470133354266485,NA
1918,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.882450371980667,NA
1919,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.386055449644725,NA
1920,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.165584474802017,NA
1921,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.165429174900055,NA
1922,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.471900562445323,NA
1923,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.154065291086833,NA
1924,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.363333468635877,NA
1925,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.654960662126541,NA
1926,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0890319347381592,NA
1927,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.427076697349548,NA
1928,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.171098120510578,NA
1929,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.400308430194855,NA
1930,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.422758022944133,NA
1931,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0616163611412048,NA
1932,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.867799495657285,NA
1933,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.195074190696081,NA
1934,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0127644240856171,NA
1935,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.20408288637797,NA
1936,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.716206947962443,NA
1937,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0228682359059652,NA
1938,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.693008780479431,NA
1939,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0232010235389074,NA
1940,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.346714774767558,NA
1941,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.45524570842584,NA
1942,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.291031022866567,NA
1943,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.115842243035634,NA
1944,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.544780969619751,NA
1945,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.63681040207545,NA
1946,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.84363047281901,NA
1947,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.484131256739299,NA
1948,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.218978663285573,NA
1949,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.438331027825673,NA
1950,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.188935140768687,NA
1951,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.18033377329508,NA
1952,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.150077998638153,NA
1953,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.208775341510773,NA
1954,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.21658914287885,NA
1955,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.684023094673952,NA
1956,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.104470501343409,NA
1957,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.12698640426,NA
1958,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.62480624516805,NA
1959,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.242862204710642,NA
1960,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.408708473046621,NA
1961,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.589732239643733,NA
1962,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.119471887747447,NA
1963,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-1.12032994627953,NA
1964,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.787428160508474,NA
1965,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0674361785252889,NA
1966,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0059349536895752,NA
1967,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0540476242701213,NA
1968,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.038321594397227,NA
1969,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-1.01526415348053,NA
1970,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.602949142456055,NA
1971,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.728098690509796,NA
1972,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.15179841717084,NA
1973,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.916549558440844,NA
1974,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.32745103041331,NA
1975,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.520156522591909,NA
1976,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.710988447070122,NA
1977,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.09045992341513,NA
1978,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.105978548526764,NA
1979,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.1203674475352,NA
1980,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.13679773112138,NA
1981,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.0610452989737193,NA
1982,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.703213036060333,NA
1983,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.547548194726308,NA
1984,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.468992451826731,NA
1985,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.840976173679034,NA
1986,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.17191984256109,NA
1987,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.28909070293109,NA
1988,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.0937501192092896,NA
1989,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.06960560878118,NA
1990,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.03353089094162,NA
1991,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.228075007597605,NA
1992,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",-0.898123641808828,NA
1993,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.151067097981771,NA
1994,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.10829586784045,NA
1995,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",2.15012135605017,NA
1996,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.28344522913297,NA
1997,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.3316574494044,NA
1998,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.899946808815,NA
1999,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.46404485901197,NA
2000,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",1.11418430010478,NA
2001,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.576267143090566,NA
2002,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",2.19464120765527,NA
2003,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",2.11594392855962,NA
2004,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.8565806945165,NA
2005,"heatflux","r2i1p1","MIROC-ESM","esmHistorical",0.644762456417084,NA
2006,"heatflux","r2i1p1","CanESM2","esmrcp85",6.77667840321859,NA
2007,"heatflux","r2i1p1","CanESM2","esmrcp85",4.7866305510203,NA
2008,"heatflux","r2i1p1","CanESM2","esmrcp85",5.57374923117459,NA
2009,"heatflux","r2i1p1","CanESM2","esmrcp85",6.02087685962518,NA
2010,"heatflux","r2i1p1","CanESM2","esmrcp85",7.56626199682554,NA
2011,"heatflux","r2i1p1","CanESM2","esmrcp85",6.05347706874212,NA
2012,"heatflux","r2i1p1","CanESM2","esmrcp85",7.42965659499168,NA
2013,"heatflux","r2i1p1","CanESM2","esmrcp85",10.0421017116557,NA
2014,"heatflux","r2i1p1","CanESM2","esmrcp85",8.57632074256738,NA
2015,"heatflux","r2i1p1","CanESM2","esmrcp85",8.42135708282391,NA
2016,"heatflux","r2i1p1","CanESM2","esmrcp85",9.26775534947713,NA
2017,"heatflux","r2i1p1","CanESM2","esmrcp85",7.87253315746784,NA
2018,"heatflux","r2i1p1","CanESM2","esmrcp85",7.72102857008576,NA
2019,"heatflux","r2i1p1","CanESM2","esmrcp85",9.72836692134539,NA
2020,"heatflux","r2i1p1","CanESM2","esmrcp85",10.3360474010309,NA
2021,"heatflux","r2i1p1","CanESM2","esmrcp85",9.90115424990654,NA
2022,"heatflux","r2i1p1","CanESM2","esmrcp85",9.16640515128771,NA
2023,"heatflux","r2i1p1","CanESM2","esmrcp85",8.14273213346799,NA
2024,"heatflux","r2i1p1","CanESM2","esmrcp85",9.2286956657966,NA
2025,"heatflux","r2i1p1","CanESM2","esmrcp85",9.41763928035895,NA
2026,"heatflux","r2i1p1","CanESM2","esmrcp85",9.75528898835182,NA
2027,"heatflux","r2i1p1","CanESM2","esmrcp85",9.22438436746597,NA
2028,"heatflux","r2i1p1","CanESM2","esmrcp85",9.16147036850452,NA
2029,"heatflux","r2i1p1","CanESM2","esmrcp85",9.12324383854866,NA
2030,"heatflux","r2i1p1","CanESM2","esmrcp85",9.95393242438634,NA
2031,"heatflux","r2i1p1","CanESM2","esmrcp85",10.7779008746147,NA
2032,"heatflux","r2i1p1","CanESM2","esmrcp85",10.9343116978804,NA
2033,"heatflux","r2i1p1","CanESM2","esmrcp85",12.5215665300687,NA
2034,"heatflux","r2i1p1","CanESM2","esmrcp85",10.9259487092495,NA
2035,"heatflux","r2i1p1","CanESM2","esmrcp85",11.1249016523361,NA
2036,"heatflux","r2i1p1","CanESM2","esmrcp85",12.7628618180752,NA
2037,"heatflux","r2i1p1","CanESM2","esmrcp85",12.6430624599258,NA
2038,"heatflux","r2i1p1","CanESM2","esmrcp85",12.7454537550608,NA
2039,"heatflux","r2i1p1","CanESM2","esmrcp85",14.6062295834223,NA
2040,"heatflux","r2i1p1","CanESM2","esmrcp85",15.0771961634358,NA
2041,"heatflux","r2i1p1","CanESM2","esmrcp85",15.8510507444541,NA
2042,"heatflux","r2i1p1","CanESM2","esmrcp85",17.3999253412088,NA
2043,"heatflux","r2i1p1","CanESM2","esmrcp85",15.502746189634,NA
2044,"heatflux","r2i1p1","CanESM2","esmrcp85",15.2522937953472,NA
2045,"heatflux","r2i1p1","CanESM2","esmrcp85",15.8208135850728,NA
2046,"heatflux","r2i1p1","CanESM2","esmrcp85",17.5551752795776,NA
2047,"heatflux","r2i1p1","CanESM2","esmrcp85",16.6395796835423,NA
2048,"heatflux","r2i1p1","CanESM2","esmrcp85",17.7087885538737,NA
2049,"heatflux","r2i1p1","CanESM2","esmrcp85",16.7262652007242,NA
2050,"heatflux","r2i1p1","CanESM2","esmrcp85",16.4111600642403,NA
2051,"heatflux","r2i1p1","CanESM2","esmrcp85",17.7924985984961,NA
2052,"heatflux","r2i1p1","CanESM2","esmrcp85",18.2955023472508,NA
2053,"heatflux","r2i1p1","CanESM2","esmrcp85",17.6483625372251,NA
2054,"heatflux","r2i1p1","CanESM2","esmrcp85",16.6648811648289,NA
2055,"heatflux","r2i1p1","CanESM2","esmrcp85",18.7724542717139,NA
2056,"heatflux","r2i1p1","CanESM2","esmrcp85",20.2417893285553,NA
2057,"heatflux","r2i1p1","CanESM2","esmrcp85",18.411004687349,NA
2058,"heatflux","r2i1p1","CanESM2","esmrcp85",19.1815955738227,NA
2059,"heatflux","r2i1p1","CanESM2","esmrcp85",19.1935317715009,NA
2060,"heatflux","r2i1p1","CanESM2","esmrcp85",21.1797015368938,NA
2061,"heatflux","r2i1p1","CanESM2","esmrcp85",20.5575713490446,NA
2062,"heatflux","r2i1p1","CanESM2","esmrcp85",21.5603377372026,NA
2063,"heatflux","r2i1p1","CanESM2","esmrcp85",21.3887517539163,NA
2064,"heatflux","r2i1p1","CanESM2","esmrcp85",21.7449088096619,NA
2065,"heatflux","r2i1p1","CanESM2","esmrcp85",22.8190484642982,NA
2066,"heatflux","r2i1p1","CanESM2","esmrcp85",21.6815177003543,NA
2067,"heatflux","r2i1p1","CanESM2","esmrcp85",23.4891310135523,NA
2068,"heatflux","r2i1p1","CanESM2","esmrcp85",21.2930608515938,NA
2069,"heatflux","r2i1p1","CanESM2","esmrcp85",23.1250546773275,NA
2070,"heatflux","r2i1p1","CanESM2","esmrcp85",23.8333387076855,NA
2071,"heatflux","r2i1p1","CanESM2","esmrcp85",23.9892795483271,NA
2072,"heatflux","r2i1p1","CanESM2","esmrcp85",24.2720493078232,NA
2073,"heatflux","r2i1p1","CanESM2","esmrcp85",25.0624356667201,NA
2074,"heatflux","r2i1p1","CanESM2","esmrcp85",24.9858983258406,NA
2075,"heatflux","r2i1p1","CanESM2","esmrcp85",24.3066764374574,NA
2076,"heatflux","r2i1p1","CanESM2","esmrcp85",24.6271044611931,NA
2077,"heatflux","r2i1p1","CanESM2","esmrcp85",24.2564452886581,NA
2078,"heatflux","r2i1p1","CanESM2","esmrcp85",24.5172625780106,NA
2079,"heatflux","r2i1p1","CanESM2","esmrcp85",24.9388827780883,NA
2080,"heatflux","r2i1p1","CanESM2","esmrcp85",25.7229079206785,NA
2081,"heatflux","r2i1p1","CanESM2","esmrcp85",25.2777377565702,NA
2082,"heatflux","r2i1p1","CanESM2","esmrcp85",24.1283387715618,NA
2083,"heatflux","r2i1p1","CanESM2","esmrcp85",25.5613064567248,NA
2084,"heatflux","r2i1p1","CanESM2","esmrcp85",26.7738858064016,NA
2085,"heatflux","r2i1p1","CanESM2","esmrcp85",27.0332413117091,NA
2086,"heatflux","r2i1p1","CanESM2","esmrcp85",28.721297899882,NA
2087,"heatflux","r2i1p1","CanESM2","esmrcp85",28.041092634201,NA
2088,"heatflux","r2i1p1","CanESM2","esmrcp85",27.89801522096,NA
2089,"heatflux","r2i1p1","CanESM2","esmrcp85",27.2885548273722,NA
2090,"heatflux","r2i1p1","CanESM2","esmrcp85",28.435356537501,NA
2091,"heatflux","r2i1p1","CanESM2","esmrcp85",28.485702196757,NA
2092,"heatflux","r2i1p1","CanESM2","esmrcp85",30.0579222043355,NA
2093,"heatflux","r2i1p1","CanESM2","esmrcp85",30.2788741588593,NA
2094,"heatflux","r2i1p1","CanESM2","esmrcp85",30.6213406721751,NA
2095,"heatflux","r2i1p1","CanESM2","esmrcp85",30.9763499895732,NA
2096,"heatflux","r2i1p1","CanESM2","esmrcp85",32.229407787323,NA
2097,"heatflux","r2i1p1","CanESM2","esmrcp85",33.4424341519674,NA
2098,"heatflux","r2i1p1","CanESM2","esmrcp85",30.743533929189,NA
2099,"heatflux","r2i1p1","CanESM2","esmrcp85",31.3418017228444,NA
2100,"heatflux","r2i1p1","CanESM2","esmrcp85",32.1390566825867,NA
1850,"heatflux","r3i1p1","CanESM2","esmHistorical",0.564191877841949,NA
1851,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.30804435412089,NA
1852,"heatflux","r3i1p1","CanESM2","esmHistorical",0.0307022134462992,NA
1853,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.168236444393794,NA
1854,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.290233771006266,NA
1855,"heatflux","r3i1p1","CanESM2","esmHistorical",0.0237911244233449,NA
1856,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.190989096959432,NA
1857,"heatflux","r3i1p1","CanESM2","esmHistorical",-1.42394689718882,NA
1858,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.368289848168691,NA
1859,"heatflux","r3i1p1","CanESM2","esmHistorical",0.0867560505867004,NA
1860,"heatflux","r3i1p1","CanESM2","esmHistorical",1.00569972892602,NA
1861,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.297659665346146,NA
1862,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.808296501636505,NA
1863,"heatflux","r3i1p1","CanESM2","esmHistorical",-0.150662799676259,NA
