"year","value","variable","ensemble","model","experiment"
1962,-5.76663303375244,"heatflux","r1i1p1","inmcm4","esmHistorical"
1963,-5.43225955963135,"heatflux","r1i1p1","inmcm4","esmHistorical"
1964,-4.93342256546021,"heatflux","r1i1p1","inmcm4","esmHistorical"
1965,-4.23958969116211,"heatflux","r1i1p1","inmcm4","esmHistorical"
1966,-4.74173641204834,"heatflux","r1i1p1","inmcm4","esmHistorical"
1967,-5.11305475234985,"heatflux","r1i1p1","inmcm4","esmHistorical"
1968,-4.64795827865601,"heatflux","r1i1p1","inmcm4","esmHistorical"
1969,-4.31083393096924,"heatflux","r1i1p1","inmcm4","esmHistorical"
1970,-4.1412467956543,"heatflux","r1i1p1","inmcm4","esmHistorical"
1971,-4.30280923843384,"heatflux","r1i1p1","inmcm4","esmHistorical"
1972,-4.40756797790527,"heatflux","r1i1p1","inmcm4","esmHistorical"
1973,-4.2785267829895,"heatflux","r1i1p1","inmcm4","esmHistorical"
1974,-4.69767618179321,"heatflux","r1i1p1","inmcm4","esmHistorical"
1975,-4.53747892379761,"heatflux","r1i1p1","inmcm4","esmHistorical"
1976,-4.69096326828003,"heatflux","r1i1p1","inmcm4","esmHistorical"
1977,-4.51988506317139,"heatflux","r1i1p1","inmcm4","esmHistorical"
1978,-3.91849827766418,"heatflux","r1i1p1","inmcm4","esmHistorical"
1979,-4.53719282150269,"heatflux","r1i1p1","inmcm4","esmHistorical"
1980,-4.32444047927856,"heatflux","r1i1p1","inmcm4","esmHistorical"
1981,-4.88547039031982,"heatflux","r1i1p1","inmcm4","esmHistorical"
1982,-4.54208421707153,"heatflux","r1i1p1","inmcm4","esmHistorical"
1983,-4.2239727973938,"heatflux","r1i1p1","inmcm4","esmHistorical"
1984,-4.57692718505859,"heatflux","r1i1p1","inmcm4","esmHistorical"
1985,-3.93711185455322,"heatflux","r1i1p1","inmcm4","esmHistorical"
1986,-4.24712181091309,"heatflux","r1i1p1","inmcm4","esmHistorical"
1987,-4.41565465927124,"heatflux","r1i1p1","inmcm4","esmHistorical"
1988,-4.19633531570435,"heatflux","r1i1p1","inmcm4","esmHistorical"
1989,-4.23726320266724,"heatflux","r1i1p1","inmcm4","esmHistorical"
1990,-4.38583993911743,"heatflux","r1i1p1","inmcm4","esmHistorical"
1991,-5.15590476989746,"heatflux","r1i1p1","inmcm4","esmHistorical"
1992,-4.41488075256348,"heatflux","r1i1p1","inmcm4","esmHistorical"
1993,-4.22280073165894,"heatflux","r1i1p1","inmcm4","esmHistorical"
1994,-4.11248016357422,"heatflux","r1i1p1","inmcm4","esmHistorical"
1995,-4.06873226165771,"heatflux","r1i1p1","inmcm4","esmHistorical"
1996,-4.19916963577271,"heatflux","r1i1p1","inmcm4","esmHistorical"
1997,-3.82323718070984,"heatflux","r1i1p1","inmcm4","esmHistorical"
1998,-4.7497091293335,"heatflux","r1i1p1","inmcm4","esmHistorical"
1999,-4.35498476028442,"heatflux","r1i1p1","inmcm4","esmHistorical"
2000,-3.80369186401367,"heatflux","r1i1p1","inmcm4","esmHistorical"
2001,-3.98356223106384,"heatflux","r1i1p1","inmcm4","esmHistorical"
2002,-3.77888917922974,"heatflux","r1i1p1","inmcm4","esmHistorical"
2003,-4.40585851669312,"heatflux","r1i1p1","inmcm4","esmHistorical"
2004,-4.08467245101929,"heatflux","r1i1p1","inmcm4","esmHistorical"
2005,-4.31141138076782,"heatflux","r1i1p1","inmcm4","esmHistorical"
1850,0.868059098720551,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1851,0.903755724430084,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1852,0.752862870693207,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1853,0.298734337091446,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1854,0.570611238479614,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1855,0.310347557067871,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1856,-0.959043204784393,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1857,-0.738689541816711,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1858,0.121870696544647,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1859,0.723510503768921,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1860,0.317284375429153,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1861,0.113074362277985,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1862,-0.420571982860565,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1863,0.49497976899147,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1864,0.442337483167648,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1865,0.566987931728363,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1866,0.199858278036118,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1867,0.577608168125153,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1868,0.443756759166718,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1869,0.90611869096756,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1870,0.417678028345108,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1871,0.0623424388468266,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1872,0.796805083751678,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1873,1.11351776123047,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1874,0.441406399011612,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1875,0.529021143913269,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1876,0.0633805319666862,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1877,-0.0707334354519844,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1878,0.202761605381966,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1879,0.266678094863892,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1880,0.509388387203217,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1881,0.505126774311066,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1882,0.212743848562241,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1883,-0.678574442863464,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1884,-2.1829879283905,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1885,-0.339009255170822,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1886,-0.066153846681118,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1887,-0.0295045953243971,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1888,0.521237432956696,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1889,0.00559955975040793,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1890,-0.230911210179329,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1891,0.191062763333321,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1892,0.659016132354736,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1893,0.88951188325882,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1894,0.592440605163574,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1895,0.340599596500397,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1896,0.718406498432159,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1897,0.746550261974335,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1898,0.494514346122742,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1899,1.04418981075287,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1900,0.482664287090302,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1901,0.227608010172844,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1902,0.438728004693985,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1903,-0.588608682155609,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1904,0.0974549725651741,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1905,0.249188438057899,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1906,1.04065644741058,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1907,0.644690454006195,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1908,0.699276089668274,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1909,1.15865516662598,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1910,0.588857650756836,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1911,0.873669624328613,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1912,-0.0136439185589552,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1913,0.213666751980782,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1914,0.553629338741302,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1915,0.63495796918869,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1916,0.392350554466248,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1917,0.372791588306427,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1918,0.910136342048645,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1919,0.468107461929321,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1920,0.668880224227905,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1921,0.764463245868683,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1922,0.567368507385254,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1923,0.280537277460098,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1924,0.408867716789246,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1925,0.540761411190033,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1926,0.377301335334778,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1927,0.283512681722641,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1928,0.252764463424683,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1929,0.416935563087463,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1930,0.442080020904541,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1931,0.639187514781952,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1932,-0.292808353900909,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1933,0.518650829792023,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1934,-0.0225200783461332,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1935,0.610149681568146,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1936,0.726936519145966,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1937,0.127432465553284,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1938,0.610288858413696,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1939,0.172741949558258,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1940,1.09438836574554,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1941,0.773498356342316,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1942,0.599518656730652,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1943,0.763875961303711,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1944,0.433715313673019,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1945,0.350392013788223,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1946,0.44208699464798,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1947,0.800002694129944,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1948,0.233965337276459,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1949,0.225260213017464,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1950,1.04994404315948,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1951,0.698571681976318,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1952,0.912146925926208,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1953,0.445592671632767,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1954,0.601935982704163,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1955,1.11399722099304,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1956,0.7632195353508,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1957,0.491402626037598,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1958,1.08622765541077,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1959,0.612411677837372,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1960,0.598749995231628,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1961,0.606251895427704,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1962,0.568283081054688,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1963,-0.259085953235626,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1964,-0.729716420173645,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1965,0.128827840089798,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1966,0.984135746955872,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1967,0.819632589817047,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1968,0.392463237047195,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1969,0.208540827035904,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1970,0.623141467571259,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1971,0.921755790710449,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1972,1.25070333480835,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1973,0.903654456138611,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1974,0.609065890312195,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1975,0.429538547992706,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1976,0.47202855348587,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1977,0.85518616437912,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1978,1.03800904750824,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1979,1.67867612838745,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1980,0.771369218826294,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1981,1.32556390762329,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1982,-0.109292253851891,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1983,0.103171706199646,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1984,0.488807499408722,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1985,1.30780446529388,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1986,1.54512393474579,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1987,1.30112648010254,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1988,1.46080732345581,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1989,0.992723941802979,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1990,1.41888737678528,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1991,0.335824728012085,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1992,-0.276693105697632,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1993,0.917616605758667,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1994,1.28069150447845,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1995,2.13653254508972,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1996,1.10990273952484,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1997,1.73626112937927,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1998,1.51664555072784,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1999,1.48923087120056,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
2000,2.25927829742432,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
2001,1.50958490371704,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
2002,2.21063876152039,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
2003,1.83896827697754,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
2004,1.85155868530273,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
2005,2.18307042121887,"heatflux","r1i1p1","IPSL-CM5A-LR","esmHistorical"
1850,1.89266228675842,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1851,2.2655668258667,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1852,1.70001995563507,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1853,1.77488052845001,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1854,1.87512636184692,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1855,2.07081294059753,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1856,0.55818510055542,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1857,1.09967982769012,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1858,0.730679750442505,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1859,1.93694925308228,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1860,1.92662119865417,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1861,2.21346378326416,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1862,2.21918320655823,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1863,2.64158415794373,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1864,1.51379311084747,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1865,1.8630598783493,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1866,2.12933087348938,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1867,2.0391731262207,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1868,1.46638643741608,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1869,2.04808163642883,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1870,1.97272264957428,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1871,2.19172549247742,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1872,2.26682353019714,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1873,1.81519770622253,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1874,1.95877480506897,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1875,2.17063784599304,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1876,1.13652324676514,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1877,2.52873492240906,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1878,1.67474210262299,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1879,2.18833875656128,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1880,2.24449181556702,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1881,2.13105368614197,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1882,1.9782463312149,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1883,1.16350519657135,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1884,-0.840857207775116,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1885,0.82336950302124,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1886,1.74115288257599,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1887,1.48212027549744,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1888,1.34933638572693,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1889,1.6247056722641,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1890,1.15026259422302,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1891,1.72809553146362,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1892,1.83938920497894,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1893,2.54273915290833,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1894,1.97115349769592,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1895,1.65554368495941,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1896,1.61858189105988,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1897,1.76356172561646,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1898,1.90770494937897,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1899,2.74166774749756,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1900,2.06177997589111,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1901,2.22284483909607,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1902,1.3531391620636,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1903,1.21529817581177,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1904,1.64030468463898,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1905,2.06525015830994,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1906,1.94936287403107,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1907,2.23262715339661,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1908,1.3668726682663,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1909,2.28056716918945,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1910,2.13558864593506,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1911,1.72293710708618,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1912,2.14902067184448,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1913,1.87713611125946,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1914,2.299471616745,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1915,1.85339033603668,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1916,2.18179130554199,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1917,2.4009575843811,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1918,2.01358914375305,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1919,2.48541951179504,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1920,1.20980453491211,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1921,2.19390273094177,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1922,2.42042994499207,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1923,2.30699038505554,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1924,1.99833238124847,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1925,2.21720719337463,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1926,2.43110513687134,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1927,2.46795463562012,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1928,1.0604053735733,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1929,1.65194582939148,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1930,2.30185222625732,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1931,2.18828463554382,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1932,2.08016967773438,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1933,2.41092300415039,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1934,2.17868185043335,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1935,2.09158849716187,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1936,2.186439037323,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1937,1.77979743480682,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1938,2.16226506233215,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1939,2.25646090507507,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1940,1.74687922000885,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1941,2.23547148704529,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1942,2.03141570091248,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1943,2.30436897277832,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1944,2.54105997085571,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1945,2.44053959846497,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1946,2.07653498649597,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1947,2.40698337554932,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1948,1.55395603179932,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1949,2.55261731147766,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1950,2.29330801963806,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1951,2.52012801170349,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1952,1.72915422916412,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1953,2.11449646949768,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1954,2.49153017997742,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1955,2.60447692871094,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1956,2.04194808006287,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1957,2.23749732971191,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1958,2.43703866004944,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1959,1.75244474411011,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1960,2.44154858589172,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1961,2.40089511871338,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1962,1.92585742473602,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1963,1.44753777980804,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1964,0.770324945449829,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1965,1.9819198846817,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1966,1.5627623796463,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1967,1.81830883026123,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1968,2.33103013038635,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1969,1.80360090732574,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1970,2.19086837768555,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1971,2.03752708435059,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1972,2.67193555831909,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1973,2.2233419418335,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1974,2.03502559661865,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1975,1.79362308979034,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
1976,2.03530311584473,"heatflux","r1i1p1","MIROC-ESM","esmHistorical"
